Id,Date,To,From,Amount,Reason,Fbo,Location,Aircraft,Comment,AircraftId, 
191406599,2023/04/25 00:22:03,Bank,Aer Bridge Ltd.,213.44,Booking Fee,N/A,KROC,EI-ATR,,41293,
191406598,2023/04/25 00:22:03,julietbravo52,Aer Bridge Ltd.,603.00,Pilot fee,N/A,KROC,EI-ATR,,41293,
191406597,2023/04/25 00:22:03,Aer Bridge Ltd.,Bank,928.00,Pay for assignment,N/A,KROC,EI-ATR,,41293,
191406596,2023/04/25 00:22:03,New England Flight Support,Aer Bridge Ltd.,46.40,FBO ground crew fee,"KROC New England Flight Support : Rochester, NY",KROC,EI-ATR,,41293,
191406595,2023/04/25 00:22:03,New England Flight Support,Aer Bridge Ltd.,46.40,FBO ground crew fee,KLGA New England Flight Support : New York City HQ,KROC,EI-ATR,,41293,
191406594,2023/04/25 00:22:03,Bank,Aer Bridge Ltd.,213.44,Booking Fee,N/A,KROC,EI-ATR,,41293,
191406593,2023/04/25 00:22:03,julietbravo52,Aer Bridge Ltd.,603.00,Pilot fee,N/A,KROC,EI-ATR,,41293,
191406592,2023/04/25 00:22:03,Aer Bridge Ltd.,Bank,928.00,Pay for assignment,N/A,KROC,EI-ATR,,41293,
191406591,2023/04/25 00:22:03,New England Flight Support,Aer Bridge Ltd.,100.10,FBO ground crew fee,"KROC New England Flight Support : Rochester, NY",KROC,EI-ATR,,41293,
191406590,2023/04/25 00:22:03,New England Flight Support,Aer Bridge Ltd.,100.10,FBO ground crew fee,KLGA New England Flight Support : New York City HQ,KROC,EI-ATR,,41293,
191406589,2023/04/25 00:22:03,Bank,Aer Bridge Ltd.,460.46,Booking Fee,N/A,KROC,EI-ATR,,41293,
191406588,2023/04/25 00:22:03,julietbravo52,Aer Bridge Ltd.,1301.00,Pilot fee,N/A,KROC,EI-ATR,,41293,
191406587,2023/04/25 00:22:03,Aer Bridge Ltd.,Bank,2002.00,Pay for assignment,N/A,KROC,EI-ATR,,41293,
191406586,2023/04/25 00:22:03,New England Flight Support,Aer Bridge Ltd.,46.40,FBO ground crew fee,"KROC New England Flight Support : Rochester, NY",KROC,EI-ATR,,41293,
191406585,2023/04/25 00:22:03,New England Flight Support,Aer Bridge Ltd.,46.40,FBO ground crew fee,KLGA New England Flight Support : New York City HQ,KROC,EI-ATR,,41293,
191406584,2023/04/25 00:22:03,Bank,Aer Bridge Ltd.,213.44,Booking Fee,N/A,KROC,EI-ATR,,41293,
191406583,2023/04/25 00:22:03,julietbravo52,Aer Bridge Ltd.,603.00,Pilot fee,N/A,KROC,EI-ATR,,41293,
191406582,2023/04/25 00:22:03,Aer Bridge Ltd.,Bank,928.00,Pay for assignment,N/A,KROC,EI-ATR,,41293,
191406581,2023/04/25 00:22:03,New England Flight Support,Aer Bridge Ltd.,75.35,FBO ground crew fee,"KROC New England Flight Support : Rochester, NY",KROC,EI-ATR,,41293,
191406580,2023/04/25 00:22:03,New England Flight Support,Aer Bridge Ltd.,75.35,FBO ground crew fee,KLGA New England Flight Support : New York City HQ,KROC,EI-ATR,,41293,
191406579,2023/04/25 00:22:03,Bank,Aer Bridge Ltd.,346.61,Booking Fee,N/A,KROC,EI-ATR,,41293,
191406578,2023/04/25 00:22:03,julietbravo52,Aer Bridge Ltd.,980.00,Pilot fee,N/A,KROC,EI-ATR,,41293,
191406577,2023/04/25 00:22:03,Aer Bridge Ltd.,Bank,1507.00,Pay for assignment,N/A,KROC,EI-ATR,,41293,
191406576,2023/04/25 00:22:03,New England Flight Support,Aer Bridge Ltd.,46.40,FBO ground crew fee,"KROC New England Flight Support : Rochester, NY",KROC,EI-ATR,,41293,
191406575,2023/04/25 00:22:03,New England Flight Support,Aer Bridge Ltd.,46.40,FBO ground crew fee,KLGA New England Flight Support : New York City HQ,KROC,EI-ATR,,41293,
191406574,2023/04/25 00:22:03,Bank,Aer Bridge Ltd.,213.44,Booking Fee,N/A,KROC,EI-ATR,,41293,
191406573,2023/04/25 00:22:03,julietbravo52,Aer Bridge Ltd.,603.00,Pilot fee,N/A,KROC,EI-ATR,,41293,
191406572,2023/04/25 00:22:03,Aer Bridge Ltd.,Bank,928.00,Pay for assignment,N/A,KROC,EI-ATR,,41293,
191406571,2023/04/25 00:22:03,New England Flight Support,Aer Bridge Ltd.,100.10,FBO ground crew fee,"KROC New England Flight Support : Rochester, NY",KROC,EI-ATR,,41293,
191406570,2023/04/25 00:22:03,New England Flight Support,Aer Bridge Ltd.,100.10,FBO ground crew fee,KLGA New England Flight Support : New York City HQ,KROC,EI-ATR,,41293,
191406569,2023/04/25 00:22:03,Bank,Aer Bridge Ltd.,460.46,Booking Fee,N/A,KROC,EI-ATR,,41293,
191406568,2023/04/25 00:22:03,julietbravo52,Aer Bridge Ltd.,1301.00,Pilot fee,N/A,KROC,EI-ATR,,41293,
191406567,2023/04/25 00:22:03,Aer Bridge Ltd.,Bank,2002.00,Pay for assignment,N/A,KROC,EI-ATR,,41293,
191406566,2023/04/25 00:22:03,Bank,Aer Bridge Ltd.,132.92,Crew fee,N/A,KROC,EI-ATR,,41293,
191406565,2023/04/25 00:22:03,Aer Bridge Ltd.,Aer Bridge Ltd.,111.55,Aircraft Bonus,N/A,KROC,EI-ATR,,41293,
191406564,2023/04/25 00:22:03,Aer Bridge Ltd.,Aer Bridge Ltd.,1408.23,Rental of aircraft,N/A,KROC,EI-ATR,,41293,
191406229,2023/04/25 00:02:43,New England Flight Support,Aer Bridge Ltd.,823.33,Refuelling with JetA,"KART New England Flight Support : Watertown, NY",KART,EI-ATR,"User ID: 89637 Amount (gals): 211.1, $ per Gal: $3.90",41293,
191406213,2023/04/24 23:57:11,New England Flight Support,Aer Bridge Ltd.,75.25,FBO ground crew fee,"KART New England Flight Support : Watertown, NY",KART,EI-ATR,,41293,
191406212,2023/04/24 23:57:11,New England Flight Support,Aer Bridge Ltd.,75.25,FBO ground crew fee,KLGA New England Flight Support : New York City HQ,KART,EI-ATR,,41293,
191406211,2023/04/24 23:57:11,Bank,Aer Bridge Ltd.,346.15,Booking Fee,N/A,KART,EI-ATR,,41293,
191406210,2023/04/24 23:57:11,julietbravo52,Aer Bridge Ltd.,978.00,Pilot fee,N/A,KART,EI-ATR,,41293,
191406209,2023/04/24 23:57:11,Aer Bridge Ltd.,Bank,1505.00,Pay for assignment,N/A,KART,EI-ATR,,41293,
191406208,2023/04/24 23:57:11,New England Flight Support,Aer Bridge Ltd.,75.25,FBO ground crew fee,"KART New England Flight Support : Watertown, NY",KART,EI-ATR,,41293,
191406207,2023/04/24 23:57:11,New England Flight Support,Aer Bridge Ltd.,75.25,FBO ground crew fee,KLGA New England Flight Support : New York City HQ,KART,EI-ATR,,41293,
191406206,2023/04/24 23:57:11,Bank,Aer Bridge Ltd.,346.15,Booking Fee,N/A,KART,EI-ATR,,41293,
191406205,2023/04/24 23:57:11,julietbravo52,Aer Bridge Ltd.,978.00,Pilot fee,N/A,KART,EI-ATR,,41293,
191406204,2023/04/24 23:57:11,Aer Bridge Ltd.,Bank,1505.00,Pay for assignment,N/A,KART,EI-ATR,,41293,
191406203,2023/04/24 23:57:11,New England Flight Support,Aer Bridge Ltd.,75.25,FBO ground crew fee,"KART New England Flight Support : Watertown, NY",KART,EI-ATR,,41293,
191406202,2023/04/24 23:57:11,New England Flight Support,Aer Bridge Ltd.,75.25,FBO ground crew fee,KLGA New England Flight Support : New York City HQ,KART,EI-ATR,,41293,
191406201,2023/04/24 23:57:11,Bank,Aer Bridge Ltd.,346.15,Booking Fee,N/A,KART,EI-ATR,,41293,
191406200,2023/04/24 23:57:11,julietbravo52,Aer Bridge Ltd.,978.00,Pilot fee,N/A,KART,EI-ATR,,41293,
191406199,2023/04/24 23:57:11,Aer Bridge Ltd.,Bank,1505.00,Pay for assignment,N/A,KART,EI-ATR,,41293,
191406198,2023/04/24 23:57:11,New England Flight Support,Aer Bridge Ltd.,75.25,FBO ground crew fee,"KART New England Flight Support : Watertown, NY",KART,EI-ATR,,41293,
191406197,2023/04/24 23:57:11,New England Flight Support,Aer Bridge Ltd.,75.25,FBO ground crew fee,KLGA New England Flight Support : New York City HQ,KART,EI-ATR,,41293,
191406196,2023/04/24 23:57:11,Bank,Aer Bridge Ltd.,346.15,Booking Fee,N/A,KART,EI-ATR,,41293,
191406195,2023/04/24 23:57:11,julietbravo52,Aer Bridge Ltd.,978.00,Pilot fee,N/A,KART,EI-ATR,,41293,
191406194,2023/04/24 23:57:11,Aer Bridge Ltd.,Bank,1505.00,Pay for assignment,N/A,KART,EI-ATR,,41293,
191406193,2023/04/24 23:57:11,New England Flight Support,Aer Bridge Ltd.,46.35,FBO ground crew fee,"KART New England Flight Support : Watertown, NY",KART,EI-ATR,,41293,
191406192,2023/04/24 23:57:11,New England Flight Support,Aer Bridge Ltd.,46.35,FBO ground crew fee,KLGA New England Flight Support : New York City HQ,KART,EI-ATR,,41293,
191406191,2023/04/24 23:57:11,Bank,Aer Bridge Ltd.,213.21,Booking Fee,N/A,KART,EI-ATR,,41293,
191406190,2023/04/24 23:57:11,julietbravo52,Aer Bridge Ltd.,602.00,Pilot fee,N/A,KART,EI-ATR,,41293,
191406189,2023/04/24 23:57:11,Aer Bridge Ltd.,Bank,927.00,Pay for assignment,N/A,KART,EI-ATR,,41293,
191406188,2023/04/24 23:57:11,New England Flight Support,Aer Bridge Ltd.,75.25,FBO ground crew fee,"KART New England Flight Support : Watertown, NY",KART,EI-ATR,,41293,
191406187,2023/04/24 23:57:11,New England Flight Support,Aer Bridge Ltd.,75.25,FBO ground crew fee,KLGA New England Flight Support : New York City HQ,KART,EI-ATR,,41293,
191406186,2023/04/24 23:57:11,Bank,Aer Bridge Ltd.,346.15,Booking Fee,N/A,KART,EI-ATR,,41293,
191406185,2023/04/24 23:57:11,julietbravo52,Aer Bridge Ltd.,978.00,Pilot fee,N/A,KART,EI-ATR,,41293,
191406184,2023/04/24 23:57:11,Aer Bridge Ltd.,Bank,1505.00,Pay for assignment,N/A,KART,EI-ATR,,41293,
191406183,2023/04/24 23:57:11,New England Flight Support,Aer Bridge Ltd.,100.00,FBO ground crew fee,"KART New England Flight Support : Watertown, NY",KART,EI-ATR,,41293,
191406182,2023/04/24 23:57:11,New England Flight Support,Aer Bridge Ltd.,100.00,FBO ground crew fee,KLGA New England Flight Support : New York City HQ,KART,EI-ATR,,41293,
191406181,2023/04/24 23:57:11,Bank,Aer Bridge Ltd.,460.00,Booking Fee,N/A,KART,EI-ATR,,41293,
191406180,2023/04/24 23:57:11,julietbravo52,Aer Bridge Ltd.,1300.00,Pilot fee,N/A,KART,EI-ATR,,41293,
191406179,2023/04/24 23:57:11,Aer Bridge Ltd.,Bank,2000.00,Pay for assignment,N/A,KART,EI-ATR,,41293,
191406178,2023/04/24 23:57:11,New England Flight Support,Aer Bridge Ltd.,75.25,FBO ground crew fee,"KART New England Flight Support : Watertown, NY",KART,EI-ATR,,41293,
191406177,2023/04/24 23:57:11,New England Flight Support,Aer Bridge Ltd.,75.25,FBO ground crew fee,KLGA New England Flight Support : New York City HQ,KART,EI-ATR,,41293,
191406176,2023/04/24 23:57:11,Bank,Aer Bridge Ltd.,346.15,Booking Fee,N/A,KART,EI-ATR,,41293,
191406175,2023/04/24 23:57:11,julietbravo52,Aer Bridge Ltd.,978.00,Pilot fee,N/A,KART,EI-ATR,,41293,
191406174,2023/04/24 23:57:11,Aer Bridge Ltd.,Bank,1505.00,Pay for assignment,N/A,KART,EI-ATR,,41293,
191406173,2023/04/24 23:57:11,New England Flight Support,Aer Bridge Ltd.,46.35,FBO ground crew fee,"KART New England Flight Support : Watertown, NY",KART,EI-ATR,,41293,
191406172,2023/04/24 23:57:11,New England Flight Support,Aer Bridge Ltd.,46.35,FBO ground crew fee,KLGA New England Flight Support : New York City HQ,KART,EI-ATR,,41293,
191406171,2023/04/24 23:57:11,Bank,Aer Bridge Ltd.,213.21,Booking Fee,N/A,KART,EI-ATR,,41293,
191406170,2023/04/24 23:57:11,julietbravo52,Aer Bridge Ltd.,602.00,Pilot fee,N/A,KART,EI-ATR,,41293,
191406169,2023/04/24 23:57:11,Aer Bridge Ltd.,Bank,927.00,Pay for assignment,N/A,KART,EI-ATR,,41293,
191406168,2023/04/24 23:57:11,New England Flight Support,Aer Bridge Ltd.,46.35,FBO ground crew fee,"KART New England Flight Support : Watertown, NY",KART,EI-ATR,,41293,
191406167,2023/04/24 23:57:11,New England Flight Support,Aer Bridge Ltd.,46.35,FBO ground crew fee,KLGA New England Flight Support : New York City HQ,KART,EI-ATR,,41293,
191406166,2023/04/24 23:57:11,Bank,Aer Bridge Ltd.,213.21,Booking Fee,N/A,KART,EI-ATR,,41293,
191406165,2023/04/24 23:57:11,julietbravo52,Aer Bridge Ltd.,602.00,Pilot fee,N/A,KART,EI-ATR,,41293,
191406164,2023/04/24 23:57:11,Aer Bridge Ltd.,Bank,927.00,Pay for assignment,N/A,KART,EI-ATR,,41293,
191406163,2023/04/24 23:57:11,New England Flight Support,Aer Bridge Ltd.,75.25,FBO ground crew fee,"KART New England Flight Support : Watertown, NY",KART,EI-ATR,,41293,
191406162,2023/04/24 23:57:11,New England Flight Support,Aer Bridge Ltd.,75.25,FBO ground crew fee,KLGA New England Flight Support : New York City HQ,KART,EI-ATR,,41293,
191406161,2023/04/24 23:57:11,Bank,Aer Bridge Ltd.,346.15,Booking Fee,N/A,KART,EI-ATR,,41293,
191406160,2023/04/24 23:57:11,julietbravo52,Aer Bridge Ltd.,978.00,Pilot fee,N/A,KART,EI-ATR,,41293,
191406159,2023/04/24 23:57:11,Aer Bridge Ltd.,Bank,1505.00,Pay for assignment,N/A,KART,EI-ATR,,41293,
191406158,2023/04/24 23:57:11,New England Flight Support,Aer Bridge Ltd.,75.25,FBO ground crew fee,"KART New England Flight Support : Watertown, NY",KART,EI-ATR,,41293,
191406157,2023/04/24 23:57:11,New England Flight Support,Aer Bridge Ltd.,75.25,FBO ground crew fee,KLGA New England Flight Support : New York City HQ,KART,EI-ATR,,41293,
191406156,2023/04/24 23:57:11,Bank,Aer Bridge Ltd.,346.15,Booking Fee,N/A,KART,EI-ATR,,41293,
191406155,2023/04/24 23:57:11,julietbravo52,Aer Bridge Ltd.,978.00,Pilot fee,N/A,KART,EI-ATR,,41293,
191406154,2023/04/24 23:57:11,Aer Bridge Ltd.,Bank,1505.00,Pay for assignment,N/A,KART,EI-ATR,,41293,
191406153,2023/04/24 23:57:11,New England Flight Support,Aer Bridge Ltd.,46.35,FBO ground crew fee,"KART New England Flight Support : Watertown, NY",KART,EI-ATR,,41293,
191406152,2023/04/24 23:57:11,New England Flight Support,Aer Bridge Ltd.,46.35,FBO ground crew fee,KLGA New England Flight Support : New York City HQ,KART,EI-ATR,,41293,
191406151,2023/04/24 23:57:11,Bank,Aer Bridge Ltd.,213.21,Booking Fee,N/A,KART,EI-ATR,,41293,
191406150,2023/04/24 23:57:11,julietbravo52,Aer Bridge Ltd.,602.00,Pilot fee,N/A,KART,EI-ATR,,41293,
191406149,2023/04/24 23:57:11,Aer Bridge Ltd.,Bank,927.00,Pay for assignment,N/A,KART,EI-ATR,,41293,
191406148,2023/04/24 23:57:11,Bank,Aer Bridge Ltd.,322.33,Crew fee,N/A,KART,EI-ATR,,41293,
191406147,2023/04/24 23:57:11,Aer Bridge Ltd.,Aer Bridge Ltd.,348.01,Aircraft Bonus,N/A,KART,EI-ATR,,41293,
191406146,2023/04/24 23:57:11,Aer Bridge Ltd.,Aer Bridge Ltd.,3269.78,Rental of aircraft,N/A,KART,EI-ATR,,41293,
191404588,2023/04/24 23:06:44,New England Flight Support,Aer Bridge Ltd.,1652.35,Refuelling with JetA,KLGA New England Flight Support : New York City HQ,KLGA,EI-ATR,"User ID: 89637 Amount (gals): 423.7, $ per Gal: $3.90",41293,
191397974,2023/04/24 20:24:16,Aer Bridge Ltd.,Euphonium225,420.55,FBO ground crew fee,EICK Aer Bridge Ltd. - Cork Airport,EICK,N-248WJ,,39887,
191391546,2023/04/24 17:34:30,Aer Bridge Ltd.,CaptNabs,1148.05,FBO ground crew fee,EINN Aer Bridge Ltd. -  Shannon,GMAA,C9-AMM,,55437,
191385671,2023/04/24 14:44:32,Aer Bridge Ltd.,Wammo,199.84,Refuelling with JetA,LFQT Aer Bridge Ltd. - A&#233;roport de Merville - Calonne,LFQT,G-PMHT,"User ID: 51754 Amount (gals): 48.9, $ per Gal: $4.09",48020,
191385578,2023/04/24 14:42:46,Aer Bridge Ltd.,Wammo,45.80,FBO ground crew fee,LFQT Aer Bridge Ltd. - A&#233;roport de Merville - Calonne,LFQT,G-PMHT,,48020,
191385577,2023/04/24 14:42:46,Aer Bridge Ltd.,Wammo,45.80,FBO ground crew fee,EGBP Aer Bridge Ltd. - Cotswold Airport/Kemble Airfield,LFQT,G-PMHT,,48020,
191385574,2023/04/24 14:42:46,Aer Bridge Ltd.,Wammo,45.80,FBO ground crew fee,LFQT Aer Bridge Ltd. - A&#233;roport de Merville - Calonne,LFQT,G-PMHT,,48020,
191385573,2023/04/24 14:42:46,Aer Bridge Ltd.,Wammo,45.80,FBO ground crew fee,EGBP Aer Bridge Ltd. - Cotswold Airport/Kemble Airfield,LFQT,G-PMHT,,48020,
191385570,2023/04/24 14:42:46,Aer Bridge Ltd.,Wammo,45.80,FBO ground crew fee,LFQT Aer Bridge Ltd. - A&#233;roport de Merville - Calonne,LFQT,G-PMHT,,48020,
191385569,2023/04/24 14:42:46,Aer Bridge Ltd.,Wammo,45.80,FBO ground crew fee,EGBP Aer Bridge Ltd. - Cotswold Airport/Kemble Airfield,LFQT,G-PMHT,,48020,
191385566,2023/04/24 14:42:46,Aer Bridge Ltd.,Wammo,45.80,FBO ground crew fee,LFQT Aer Bridge Ltd. - A&#233;roport de Merville - Calonne,LFQT,G-PMHT,,48020,
191385565,2023/04/24 14:42:46,Aer Bridge Ltd.,Wammo,45.80,FBO ground crew fee,EGBP Aer Bridge Ltd. - Cotswold Airport/Kemble Airfield,LFQT,G-PMHT,,48020,
191385562,2023/04/24 14:42:46,Aer Bridge Ltd.,Wammo,45.80,FBO ground crew fee,LFQT Aer Bridge Ltd. - A&#233;roport de Merville - Calonne,LFQT,G-PMHT,,48020,
191385561,2023/04/24 14:42:46,Aer Bridge Ltd.,Wammo,45.80,FBO ground crew fee,EGBP Aer Bridge Ltd. - Cotswold Airport/Kemble Airfield,LFQT,G-PMHT,,48020,
191385558,2023/04/24 14:42:46,Aer Bridge Ltd.,Wammo,45.80,FBO ground crew fee,LFQT Aer Bridge Ltd. - A&#233;roport de Merville - Calonne,LFQT,G-PMHT,,48020,
191385557,2023/04/24 14:42:46,Aer Bridge Ltd.,Wammo,45.80,FBO ground crew fee,EGBP Aer Bridge Ltd. - Cotswold Airport/Kemble Airfield,LFQT,G-PMHT,,48020,
191384749,2023/04/24 14:16:55,Aer Bridge Ltd.,AIR KANIMAMBO,2472.00,Aircraft maintenance,EINN Aer Bridge Ltd. -  Shannon,EINN,C9-AMM,,55437,
191384469,2023/04/24 14:07:32,Aer Bridge Ltd.,GGS Alliance,31.85,FBO ground crew fee,EGNC Aer Bridge Ltd. - Carlisle,EGNC,01-SVS,,7103,
191384465,2023/04/24 14:07:32,Aer Bridge Ltd.,GGS Alliance,31.85,FBO ground crew fee,EGNC Aer Bridge Ltd. - Carlisle,EGNC,01-SVS,,7103,
191384461,2023/04/24 14:07:32,Aer Bridge Ltd.,GGS Alliance,31.85,FBO ground crew fee,EGNC Aer Bridge Ltd. - Carlisle,EGNC,01-SVS,,7103,
191384457,2023/04/24 14:07:32,Aer Bridge Ltd.,GGS Alliance,31.85,FBO ground crew fee,EGNC Aer Bridge Ltd. - Carlisle,EGNC,01-SVS,,7103,
191384015,2023/04/24 13:50:49,Aer Bridge Ltd.,Wammo,294.30,Refuelling with JetA,EGBP Aer Bridge Ltd. - Cotswold Airport/Kemble Airfield,EGBP,G-PMHT,"User ID: 51754 Amount (gals): 73.8, $ per Gal: $3.99",48020,
191383839,2023/04/24 13:47:29,Aer Bridge Ltd.,Wammo,36.20,FBO ground crew fee,EGBP Aer Bridge Ltd. - Cotswold Airport/Kemble Airfield,EGBP,G-PMHT,,48020,
191383836,2023/04/24 13:47:29,Aer Bridge Ltd.,Wammo,58.80,FBO ground crew fee,EGBP Aer Bridge Ltd. - Cotswold Airport/Kemble Airfield,EGBP,G-PMHT,,48020,
191383833,2023/04/24 13:47:29,Aer Bridge Ltd.,Wammo,58.80,FBO ground crew fee,EGBP Aer Bridge Ltd. - Cotswold Airport/Kemble Airfield,EGBP,G-PMHT,,48020,
191383830,2023/04/24 13:47:29,Aer Bridge Ltd.,Wammo,36.20,FBO ground crew fee,EGBP Aer Bridge Ltd. - Cotswold Airport/Kemble Airfield,EGBP,G-PMHT,,48020,
191383827,2023/04/24 13:47:29,Aer Bridge Ltd.,Wammo,36.20,FBO ground crew fee,EGBP Aer Bridge Ltd. - Cotswold Airport/Kemble Airfield,EGBP,G-PMHT,,48020,
191383602,2023/04/24 13:37:46,Aer Bridge Ltd.,RPoirier,459.85,FBO ground crew fee,EINN Aer Bridge Ltd. -  Shannon,EDDP,D-BECU,,46543,
191378966,2023/04/24 10:39:45,Aer Bridge Ltd.,julietbravo52,5000.00,Group payment,N/A,,,,0,
191378943,2023/04/24 10:37:56,New England Flight Support,Aer Bridge Ltd.,97.20,FBO ground crew fee,KLGA New England Flight Support : New York City HQ,KLGA,EI-ATR,,41293,
191378942,2023/04/24 10:37:56,New England Flight Support,Aer Bridge Ltd.,97.20,FBO ground crew fee,"KBOS New England Flight Support : Boston, MA HQ",KLGA,EI-ATR,,41293,
191378941,2023/04/24 10:37:56,Bank,Aer Bridge Ltd.,291.60,Booking Fee,N/A,KLGA,EI-ATR,,41293,
191378940,2023/04/24 10:37:56,julietbravo52,Aer Bridge Ltd.,1264.00,Pilot fee,N/A,KLGA,EI-ATR,,41293,
191378939,2023/04/24 10:37:56,Aer Bridge Ltd.,Bank,1944.00,Pay for assignment,N/A,KLGA,EI-ATR,,41293,
191378938,2023/04/24 10:37:56,New England Flight Support,Aer Bridge Ltd.,97.20,FBO ground crew fee,KLGA New England Flight Support : New York City HQ,KLGA,EI-ATR,,41293,
191378937,2023/04/24 10:37:56,New England Flight Support,Aer Bridge Ltd.,97.20,FBO ground crew fee,"KBOS New England Flight Support : Boston, MA HQ",KLGA,EI-ATR,,41293,
191378936,2023/04/24 10:37:56,Bank,Aer Bridge Ltd.,291.60,Booking Fee,N/A,KLGA,EI-ATR,,41293,
191378935,2023/04/24 10:37:56,julietbravo52,Aer Bridge Ltd.,1264.00,Pilot fee,N/A,KLGA,EI-ATR,,41293,
191378934,2023/04/24 10:37:56,Aer Bridge Ltd.,Bank,1944.00,Pay for assignment,N/A,KLGA,EI-ATR,,41293,
191378933,2023/04/24 10:37:56,New England Flight Support,Aer Bridge Ltd.,69.10,FBO ground crew fee,KLGA New England Flight Support : New York City HQ,KLGA,EI-ATR,,41293,
191378932,2023/04/24 10:37:56,New England Flight Support,Aer Bridge Ltd.,69.10,FBO ground crew fee,"KCEF New England Flight Support : Springfield, MA",KLGA,EI-ATR,,41293,
191378931,2023/04/24 10:37:56,Bank,Aer Bridge Ltd.,207.30,Booking Fee,N/A,KLGA,EI-ATR,,41293,
191378930,2023/04/24 10:37:56,julietbravo52,Aer Bridge Ltd.,898.00,Pilot fee,N/A,KLGA,EI-ATR,,41293,
191378929,2023/04/24 10:37:56,Aer Bridge Ltd.,Bank,1382.00,Pay for assignment,N/A,KLGA,EI-ATR,,41293,
191378928,2023/04/24 10:37:56,New England Flight Support,Aer Bridge Ltd.,45.05,FBO ground crew fee,KLGA New England Flight Support : New York City HQ,KLGA,EI-ATR,,41293,
191378927,2023/04/24 10:37:56,New England Flight Support,Aer Bridge Ltd.,45.05,FBO ground crew fee,"KBOS New England Flight Support : Boston, MA HQ",KLGA,EI-ATR,,41293,
191378926,2023/04/24 10:37:56,Bank,Aer Bridge Ltd.,135.15,Booking Fee,N/A,KLGA,EI-ATR,,41293,
191378925,2023/04/24 10:37:56,julietbravo52,Aer Bridge Ltd.,586.00,Pilot fee,N/A,KLGA,EI-ATR,,41293,
191378924,2023/04/24 10:37:56,Aer Bridge Ltd.,Bank,901.00,Pay for assignment,N/A,KLGA,EI-ATR,,41293,
191378923,2023/04/24 10:37:56,New England Flight Support,Aer Bridge Ltd.,97.20,FBO ground crew fee,KLGA New England Flight Support : New York City HQ,KLGA,EI-ATR,,41293,
191378922,2023/04/24 10:37:56,New England Flight Support,Aer Bridge Ltd.,97.20,FBO ground crew fee,"KBOS New England Flight Support : Boston, MA HQ",KLGA,EI-ATR,,41293,
191378921,2023/04/24 10:37:56,Bank,Aer Bridge Ltd.,291.60,Booking Fee,N/A,KLGA,EI-ATR,,41293,
191378920,2023/04/24 10:37:56,julietbravo52,Aer Bridge Ltd.,1264.00,Pilot fee,N/A,KLGA,EI-ATR,,41293,
191378919,2023/04/24 10:37:56,Aer Bridge Ltd.,Bank,1944.00,Pay for assignment,N/A,KLGA,EI-ATR,,41293,
191378918,2023/04/24 10:37:56,New England Flight Support,Aer Bridge Ltd.,42.60,FBO ground crew fee,KLGA New England Flight Support : New York City HQ,KLGA,EI-ATR,,41293,
191378917,2023/04/24 10:37:56,New England Flight Support,Aer Bridge Ltd.,42.60,FBO ground crew fee,"KCEF New England Flight Support : Springfield, MA",KLGA,EI-ATR,,41293,
191378916,2023/04/24 10:37:56,Bank,Aer Bridge Ltd.,127.80,Booking Fee,N/A,KLGA,EI-ATR,,41293,
191378915,2023/04/24 10:37:56,julietbravo52,Aer Bridge Ltd.,554.00,Pilot fee,N/A,KLGA,EI-ATR,,41293,
191378914,2023/04/24 10:37:56,Aer Bridge Ltd.,Bank,852.00,Pay for assignment,N/A,KLGA,EI-ATR,,41293,
191378913,2023/04/24 10:37:56,New England Flight Support,Aer Bridge Ltd.,69.10,FBO ground crew fee,KLGA New England Flight Support : New York City HQ,KLGA,EI-ATR,,41293,
191378912,2023/04/24 10:37:56,New England Flight Support,Aer Bridge Ltd.,69.10,FBO ground crew fee,"KCEF New England Flight Support : Springfield, MA",KLGA,EI-ATR,,41293,
191378911,2023/04/24 10:37:56,Bank,Aer Bridge Ltd.,207.30,Booking Fee,N/A,KLGA,EI-ATR,,41293,
191378910,2023/04/24 10:37:56,julietbravo52,Aer Bridge Ltd.,898.00,Pilot fee,N/A,KLGA,EI-ATR,,41293,
191378909,2023/04/24 10:37:56,Aer Bridge Ltd.,Bank,1382.00,Pay for assignment,N/A,KLGA,EI-ATR,,41293,
191378908,2023/04/24 10:37:56,New England Flight Support,Aer Bridge Ltd.,73.30,FBO ground crew fee,KLGA New England Flight Support : New York City HQ,KLGA,EI-ATR,,41293,
191378907,2023/04/24 10:37:56,New England Flight Support,Aer Bridge Ltd.,73.30,FBO ground crew fee,"KBOS New England Flight Support : Boston, MA HQ",KLGA,EI-ATR,,41293,
191378906,2023/04/24 10:37:56,Bank,Aer Bridge Ltd.,219.90,Booking Fee,N/A,KLGA,EI-ATR,,41293,
191378905,2023/04/24 10:37:56,julietbravo52,Aer Bridge Ltd.,953.00,Pilot fee,N/A,KLGA,EI-ATR,,41293,
191378904,2023/04/24 10:37:56,Aer Bridge Ltd.,Bank,1466.00,Pay for assignment,N/A,KLGA,EI-ATR,,41293,
191378903,2023/04/24 10:37:56,New England Flight Support,Aer Bridge Ltd.,91.80,FBO ground crew fee,KLGA New England Flight Support : New York City HQ,KLGA,EI-ATR,,41293,
191378902,2023/04/24 10:37:56,New England Flight Support,Aer Bridge Ltd.,91.80,FBO ground crew fee,"KCEF New England Flight Support : Springfield, MA",KLGA,EI-ATR,,41293,
